Maladie;Symptome_1;Symptome_2;Symptome_3;Symptome_4;Symptome_5;Symptome_6;Symptome_7;Symptome_8;Symptome_9;Symptome_10;Symptome_11;Symptome_12;Symptome_13;Symptome_14;Symptome_15;Symptome_16;Symptome_17
Hyperthyroïdie;fatigue;Sautes d’humeur;perte de poids;transpiration;diarrhée;Fréquence cardiaque élevée;Faim excessive;faiblesse musculaire;irritabilité;menstruations anormales;;;;;;;
Hyperthyroïdie;fatigue;Sautes d’humeur;perte de poids;agitation;diarrhée;Fréquence cardiaque élevée;Faim excessive;faiblesse musculaire;irritabilité;menstruations anormales;;;;;;;
Hyperthyroïdie;fatigue;Sautes d’humeur;perte de poids;agitation;transpiration;Fréquence cardiaque élevée;Faim excessive;faiblesse musculaire;irritabilité;menstruations anormales;;;;;;;
Hyperthyroïdie;fatigue;Sautes d’humeur;perte de poids;agitation;transpiration;diarrhée;Faim excessive;faiblesse musculaire;irritabilité;menstruations anormales;;;;;;;
Hyperthyroïdie;fatigue;Sautes d’humeur;perte de poids;agitation;transpiration;diarrhée;Fréquence cardiaque élevée;faiblesse musculaire;irritabilité;menstruations anormales;;;;;;;
Hypoglycémie;vomissements;fatigue;anxiété;transpiration;maux de tête;nausées;vision floue et déformée;Faim excessive;troubles de l' parole;irritabilité;palpitations;;;;;;
Hypoglycémie;vomissements;fatigue;anxiété;transpiration;maux de tête;nausées;vision floue et déformée;Faim excessive;dessèchement et picotements lèvres;troubles de l' parole;irritabilité;palpitations;;;;;
Hypoglycémie;vomissements;fatigue;anxiété;transpiration;maux de tête;nausées;vision floue et déformée;Faim excessive;dessèchement et picotements lèvres;troubles de l' parole;irritabilité;palpitations;;;;;
Hypoglycémie;fatigue;anxiété;transpiration;maux de tête;nausées;vision floue et déformée;Faim excessive;dessèchement et picotements lèvres;troubles de l' parole;irritabilité;palpitations;;;;;;
Hypoglycémie;vomissements;anxiété;transpiration;maux de tête;nausées;vision floue et déformée;Faim excessive;dessèchement et picotements lèvres;troubles de l' parole;irritabilité;palpitations;;;;;;
Hypoglycémie;vomissements;fatigue;transpiration;maux de tête;nausées;vision floue et déformée;Faim excessive;dessèchement et picotements lèvres;troubles de l' parole;irritabilité;palpitations;;;;;;
Hypoglycémie;vomissements;fatigue;anxiété;maux de tête;nausées;vision floue et déformée;Faim excessive;dessèchement et picotements lèvres;troubles de l' parole;irritabilité;palpitations;;;;;;
Hypoglycémie;vomissements;fatigue;anxiété;transpiration;nausées;vision floue et déformée;Faim excessive;dessèchement et picotements lèvres;troubles de l' parole;irritabilité;palpitations;;;;;;
Hypoglycémie;vomissements;fatigue;anxiété;transpiration;maux de tête;vision floue et déformée;Faim excessive;dessèchement et picotements lèvres;troubles de l' parole;irritabilité;palpitations;;;;;;
Hypoglycémie;vomissements;fatigue;anxiété;transpiration;maux de tête;nausées;Faim excessive;dessèchement et picotements lèvres;troubles de l' parole;irritabilité;palpitations;;;;;;
Arthrose;douleur articulaire;douleur de cou;douleur de genou;douleur d'hanche articulation;gonflement articulations;marche douloureuse;;;;;;;;;;;
Arthrose;douleur articulaire;douleur de cou;douleur de genou;douleur d'hanche articulation;gonflement articulations;marche douloureuse;;;;;;;;;;;
Arthrose;douleur de cou;douleur de genou;douleur d'hanche articulation;gonflement articulations;marche douloureuse;;;;;;;;;;;;
Arthrose;douleur articulaire;douleur de genou;douleur d'hanche articulation;gonflement articulations;marche douloureuse;;;;;;;;;;;;
Arthrose;douleur articulaire;douleur de cou;douleur d'hanche articulation;gonflement articulations;marche douloureuse;;;;;;;;;;;;
Arthrose;douleur articulaire;douleur de cou;douleur de genou;gonflement articulations;marche douloureuse;;;;;;;;;;;;
Arthrose;douleur articulaire;douleur de cou;douleur de genou;douleur d'hanche articulation;marche douloureuse;;;;;;;;;;;;
Arthrose;douleur articulaire;douleur de cou;douleur de genou;douleur d'hanche articulation;gonflement articulations;;;;;;;;;;;;
Arthrose;douleur articulaire;douleur de cou;douleur de genou;douleur d'hanche articulation;gonflement articulations;marche douloureuse;;;;;;;;;;;
Arthrose;douleur articulaire;douleur de cou;douleur de genou;douleur d'hanche articulation;gonflement articulations;marche douloureuse;;;;;;;;;;;
Arthrite;faiblesse musculaire;Raîdeur  cou;gonflement articulations;movement Raîdeur ness;marche douloureuse;;;;;;;;;;;;
Arthrite;faiblesse musculaire;Raîdeur  cou;gonflement articulations;movement Raîdeur ness;marche douloureuse;;;;;;;;;;;;
Arthrite;Raîdeur  cou;gonflement articulations;movement Raîdeur ness;marche douloureuse;;;;;;;;;;;;;
Arthrite;faiblesse musculaire;gonflement articulations;movement Raîdeur ness;marche douloureuse;;;;;;;;;;;;;
Arthrite;faiblesse musculaire;Raîdeur  cou;movement Raîdeur ness;marche douloureuse;;;;;;;;;;;;;
Arthrite;faiblesse musculaire;Raîdeur  cou;gonflement articulations;marche douloureuse;;;;;;;;;;;;;
Arthrite;faiblesse musculaire;Raîdeur  cou;gonflement articulations;movement Raîdeur ness;marche douloureuse;;;;;;;;;;;;
Arthrite;faiblesse musculaire;Raîdeur  cou;gonflement articulations;movement Raîdeur ness;;;;;;;;;;;;;
Arthrite;faiblesse musculaire;Raîdeur  cou;gonflement articulations;movement Raîdeur ness;marche douloureuse;;;;;;;;;;;;
Arthrite;faiblesse musculaire;Raîdeur  cou;gonflement articulations;movement Raîdeur ness;marche douloureuse;;;;;;;;;;;;
Vertige positionnel paroxystique bénin (VPPB);vomissements;maux de tête;nausées;tournoyante selles;perte d'équilibre;instabilité;;;;;;;;;;;
Vertige positionnel paroxystique bénin (VPPB);vomissements;maux de tête;nausées;tournoyante selles;perte d'équilibre;instabilité;;;;;;;;;;;
Vertige positionnel paroxystique bénin (VPPB);maux de tête;nausées;tournoyante selles;perte d'équilibre;instabilité;;;;;;;;;;;;
Vertige positionnel paroxystique bénin (VPPB);vomissements;nausées;tournoyante selles;perte d'équilibre;instabilité;;;;;;;;;;;;
Vertige positionnel paroxystique bénin (VPPB);vomissements;maux de tête;tournoyante selles;perte d'équilibre;instabilité;;;;;;;;;;;;
Vertige positionnel paroxystique bénin (VPPB);vomissements;maux de tête;nausées;perte d'équilibre;instabilité;;;;;;;;;;;;
Vertige positionnel paroxystique bénin (VPPB);vomissements;maux de tête;nausées;tournoyante selles;instabilité;;;;;;;;;;;;
Vertige positionnel paroxystique bénin (VPPB);vomissements;maux de tête;nausées;tournoyante selles;perte d'équilibre;;;;;;;;;;;;
Vertige positionnel paroxystique bénin (VPPB);vomissements;maux de tête;nausées;tournoyante selles;perte d'équilibre;instabilité;;;;;;;;;;;
Vertige positionnel paroxystique bénin (VPPB);vomissements;maux de tête;nausées;perte d'équilibre;instabilité;;;;;;;;;;;;
Acné;éruption cutanée;boutons remplis de pus;points noirs;desquamation;;;;;;;;;;;;;
Acné;éruption cutanée;boutons remplis de pus;points noirs;desquamation;;;;;;;;;;;;;
Acné;boutons remplis de pus;points noirs;desquamation;;;;;;;;;;;;;;
Acné;éruption cutanée;points noirs;desquamation;;;;;;;;;;;;;;
Acné;éruption cutanée;boutons remplis de pus;desquamation;;;;;;;;;;;;;;
Acné;éruption cutanée;boutons remplis de pus;points noirs;;;;;;;;;;;;;;
Acné;éruption cutanée;boutons remplis de pus;points noirs;desquamation;;;;;;;;;;;;;
Acné;éruption cutanée;boutons remplis de pus;points noirs;;;;;;;;;;;;;;
Acné;éruption cutanée;boutons remplis de pus;desquamation;;;;;;;;;;;;;;
Acné;éruption cutanée;points noirs;desquamation;;;;;;;;;;;;;;
Infection urinaire;Brûlure à la miction;vessie gêne;mauvaise odorat of urine;sensation continue d'uriner;;;;;;;;;;;;;
Infection urinaire;Brûlure à la miction;vessie gêne;mauvaise odorat of urine;sensation continue d'uriner;;;;;;;;;;;;;
Infection urinaire;vessie gêne;mauvaise odorat of urine;sensation continue d'uriner;;;;;;;;;;;;;;
Infection urinaire;Brûlure à la miction;mauvaise odorat of urine;sensation continue d'uriner;;;;;;;;;;;;;;
Infection urinaire;Brûlure à la miction;vessie gêne;sensation continue d'uriner;;;;;;;;;;;;;;
Infection urinaire;Brûlure à la miction;vessie gêne;mauvaise odorat of urine;;;;;;;;;;;;;;
Infection urinaire;Brûlure à la miction;vessie gêne;mauvaise odorat of urine;sensation continue d'uriner;;;;;;;;;;;;;
Infection urinaire;Brûlure à la miction;vessie gêne;sensation continue d'uriner;;;;;;;;;;;;;;
Infection urinaire;vessie gêne;mauvaise odorat of urine;sensation continue d'uriner;;;;;;;;;;;;;;
Infection urinaire;Brûlure à la miction;vessie gêne;sensation continue d'uriner;;;;;;;;;;;;;;
Psoriasis;éruption cutanée;douleur articulaire;peau peeling;Desquamation argentée;petits creux dans les ongles;Inflammation des ongles;;;;;;;;;;;
Psoriasis;éruption cutanée;douleur articulaire;peau peeling;Desquamation argentée;petits creux dans les ongles;Inflammation des ongles;;;;;;;;;;;
Psoriasis;douleur articulaire;peau peeling;Desquamation argentée;petits creux dans les ongles;Inflammation des ongles;;;;;;;;;;;;
Psoriasis;éruption cutanée;peau peeling;Desquamation argentée;petits creux dans les ongles;Inflammation des ongles;;;;;;;;;;;;
Psoriasis;éruption cutanée;douleur articulaire;Desquamation argentée;petits creux dans les ongles;Inflammation des ongles;;;;;;;;;;;;
Psoriasis;éruption cutanée;douleur articulaire;peau peeling;petits creux dans les ongles;Inflammation des ongles;;;;;;;;;;;;
Psoriasis;éruption cutanée;douleur articulaire;peau peeling;Desquamation argentée;Inflammation des ongles;;;;;;;;;;;;
Psoriasis;éruption cutanée;douleur articulaire;peau peeling;Desquamation argentée;petits creux dans les ongles;;;;;;;;;;;;
Psoriasis;éruption cutanée;douleur articulaire;peau peeling;Desquamation argentée;petits creux dans les ongles;Inflammation des ongles;;;;;;;;;;;
Psoriasis;éruption cutanée;douleur articulaire;peau peeling;Desquamation argentée;petits creux dans les ongles;Inflammation des ongles;;;;;;;;;;;
Impétigo;éruption cutanée;fièvre élevée;ampoule;Lésion rouge autour du nez;suintement de croûtes jaunes;;;;;;;;;;;;
Impétigo;éruption cutanée;fièvre élevée;ampoule;Lésion rouge autour du nez;suintement de croûtes jaunes;;;;;;;;;;;;
Impétigo;fièvre élevée;ampoule;Lésion rouge autour du nez;suintement de croûtes jaunes;;;;;;;;;;;;;
Impétigo;éruption cutanée;ampoule;Lésion rouge autour du nez;suintement de croûtes jaunes;;;;;;;;;;;;;
Impétigo;éruption cutanée;ampoule;Lésion rouge autour du nez;suintement de croûtes jaunes;;;;;;;;;;;;;
Impétigo;éruption cutanée;fièvre élevée;Lésion rouge autour du nez;suintement de croûtes jaunes;;;;;;;;;;;;;
Impétigo;éruption cutanée;fièvre élevée;ampoule;suintement de croûtes jaunes;;;;;;;;;;;;;
Impétigo;éruption cutanée;fièvre élevée;ampoule;Lésion rouge autour du nez;;;;;;;;;;;;;
Impétigo;éruption cutanée;fièvre élevée;ampoule;Lésion rouge autour du nez;suintement de croûtes jaunes;;;;;;;;;;;;
Impétigo;éruption cutanée;ampoule;Lésion rouge autour du nez;suintement de croûtes jaunes;;;;;;;;;;;;;
Infection fongique (mycose);démangeaisons;éruption cutanée;éruptions cutanées nodulaires;taches dyschromiques;;;;;;;;;;;;;
Infection fongique (mycose);éruption cutanée;éruptions cutanées nodulaires;taches dyschromiques;;;;;;;;;;;;;;
Infection fongique (mycose);démangeaisons;éruptions cutanées nodulaires;taches dyschromiques;;;;;;;;;;;;;;
Infection fongique (mycose);démangeaisons;éruption cutanée;taches dyschromiques;;;;;;;;;;;;;;
Infection fongique (mycose);démangeaisons;éruption cutanée;éruptions cutanées nodulaires;;;;;;;;;;;;;;
Infection fongique (mycose);éruption cutanée;éruptions cutanées nodulaires;taches dyschromiques;;;;;;;;;;;;;;
Infection fongique (mycose);démangeaisons;éruptions cutanées nodulaires;taches dyschromiques;;;;;;;;;;;;;;
Infection fongique (mycose);démangeaisons;éruption cutanée;taches dyschromiques;;;;;;;;;;;;;;
Infection fongique (mycose);démangeaisons;éruption cutanée;éruptions cutanées nodulaires;;;;;;;;;;;;;;
Infection fongique (mycose);démangeaisons;éruption cutanée;éruptions cutanées nodulaires;taches dyschromiques;;;;;;;;;;;;;
Allergie;éternuements continus;tremblements;frissons;larmoiement;;;;;;;;;;;;;
Allergie;tremblements;frissons;larmoiement;;;;;;;;;;;;;;
Allergie;éternuements continus;frissons;larmoiement;;;;;;;;;;;;;;
Allergie;éternuements continus;tremblements;larmoiement;;;;;;;;;;;;;;
Allergie;éternuements continus;tremblements;frissons;;;;;;;;;;;;;;
Allergie;tremblements;frissons;larmoiement;;;;;;;;;;;;;;
Allergie;éternuements continus;frissons;larmoiement;;;;;;;;;;;;;;
Allergie;éternuements continus;tremblements;larmoiement;;;;;;;;;;;;;;
Allergie;éternuements continus;tremblements;frissons;;;;;;;;;;;;;;
Allergie;éternuements continus;tremblements;frissons;larmoiement;;;;;;;;;;;;;
RGO (reflux gastro-œsophagien);douleur à l'estomac;acidité;ulcères sur la langue;vomissements;toux;douleur thoracique;;;;;;;;;;;
RGO (reflux gastro-œsophagien);douleur à l'estomac;ulcères sur la langue;vomissements;toux;douleur thoracique;;;;;;;;;;;;
RGO (reflux gastro-œsophagien);douleur à l'estomac;acidité;vomissements;toux;douleur thoracique;;;;;;;;;;;;
RGO (reflux gastro-œsophagien);douleur à l'estomac;acidité;ulcères sur la langue;toux;douleur thoracique;;;;;;;;;;;;
RGO (reflux gastro-œsophagien);douleur à l'estomac;acidité;ulcères sur la langue;vomissements;douleur thoracique;;;;;;;;;;;;
RGO (reflux gastro-œsophagien);douleur à l'estomac;acidité;ulcères sur la langue;vomissements;toux;;;;;;;;;;;;
RGO (reflux gastro-œsophagien);acidité;ulcères sur la langue;vomissements;toux;douleur thoracique;;;;;;;;;;;;
RGO (reflux gastro-œsophagien);douleur à l'estomac;ulcères sur la langue;vomissements;toux;douleur thoracique;;;;;;;;;;;;
RGO (reflux gastro-œsophagien);douleur à l'estomac;acidité;vomissements;toux;douleur thoracique;;;;;;;;;;;;
RGO (reflux gastro-œsophagien);douleur à l'estomac;acidité;ulcères sur la langue;toux;douleur thoracique;;;;;;;;;;;;
Cholestase chronique;démangeaisons;vomissements;peau jaunâtre;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;;;;;;;;;;
Cholestase chronique;vomissements;peau jaunâtre;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;;;;;;;;;;;
Cholestase chronique;démangeaisons;peau jaunâtre;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;;;;;;;;;;;
Cholestase chronique;démangeaisons;vomissements;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;;;;;;;;;;;
Cholestase chronique;démangeaisons;vomissements;peau jaunâtre;perte d'appétit;douleur abdominale;jaunissement des yeux;;;;;;;;;;;
Cholestase chronique;démangeaisons;vomissements;peau jaunâtre;nausées;douleur abdominale;jaunissement des yeux;;;;;;;;;;;
Cholestase chronique;démangeaisons;vomissements;peau jaunâtre;nausées;perte d'appétit;jaunissement des yeux;;;;;;;;;;;
Cholestase chronique;démangeaisons;vomissements;peau jaunâtre;nausées;perte d'appétit;douleur abdominale;;;;;;;;;;;
Cholestase chronique;démangeaisons;vomissements;peau jaunâtre;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;;;;;;;;;;
Cholestase chronique;démangeaisons;vomissements;peau jaunâtre;nausées;perte d'appétit;douleur abdominale;jaunissement des yeux;;;;;;;;;;
Réaction médicamenteuse;démangeaisons;éruption cutanée;douleur à l'estomac;Brûlure à la miction;Présence de sang dans les urines;;;;;;;;;;;;
Réaction médicamenteuse;démangeaisons;douleur à l'estomac;Brûlure à la miction;Présence de sang dans les urines;;;;;;;;;;;;;
Réaction médicamenteuse;démangeaisons;éruption cutanée;Brûlure à la miction;Présence de sang dans les urines;;;;;;;;;;;;;
Réaction médicamenteuse;démangeaisons;éruption cutanée;douleur à l'estomac;Présence de sang dans les urines;;;;;;;;;;;;;
